RTO,OBV Fair Value,OBV good value,OBV verygood value,OBV Excellent Value,Health Score,URL
,,,,,,
MH 02,"₹3,78,881 - ₹4,02,317
 Price range for this vehicle in Fair condition","₹3,88,595 - ₹4,12,632
 Price range for this vehicle in Good condition","₹3,98,310 - ₹4,22,948
 Price range for this vehicle in Very Good condition","₹4,08,025 - ₹4,33,264
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹7,73,189 - ₹8,21,015
 Price range for this vehicle in Fair condition","₹7,93,013 - ₹8,42,066
 Price range for this vehicle in Good condition","₹8,12,839 - ₹8,63,118
 Price range for this vehicle in Very Good condition","₹8,32,665 - ₹8,84,170
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹2,57,192 - ₹2,73,101
 Price range for this vehicle in Fair condition","₹2,63,787 - ₹2,80,104
 Price range for this vehicle in Good condition","₹2,70,381 - ₹2,87,106
 Price range for this vehicle in Very Good condition","₹2,76,976 - ₹2,94,109
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 10,"₹3,23,782 - ₹3,43,810
 Price range for this vehicle in Fair condition","₹3,32,084 - ₹3,52,626
 Price range for this vehicle in Good condition","₹3,40,387 - ₹3,61,441
 Price range for this vehicle in Very Good condition","₹3,48,689 - ₹3,70,257
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 12,"₹1,57,176 - ₹1,66,899
 Price range for this vehicle in Fair condition","₹1,61,207 - ₹1,71,179
 Price range for this vehicle in Good condition","₹1,65,237 - ₹1,75,458
 Price range for this vehicle in Very Good condition","₹1,69,267 - ₹1,79,738
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹2,12,201 - ₹2,25,327
 Price range for this vehicle in Fair condition","₹2,17,642 - ₹2,31,104
 Price range for this vehicle in Good condition","₹2,23,083 - ₹2,36,882
 Price range for this vehicle in Very Good condition","₹2,28,524 - ₹2,42,660
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 47,"₹3,89,509 - ₹4,13,603
 Price range for this vehicle in Fair condition","₹3,99,497 - ₹4,24,208
 Price range for this vehicle in Good condition","₹4,09,484 - ₹4,34,813
 Price range for this vehicle in Very Good condition","₹4,19,472 - ₹4,45,418
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹3,11,281 - ₹3,30,535
 Price range for this vehicle in Fair condition","₹3,19,262 - ₹3,39,011
 Price range for this vehicle in Good condition","₹3,27,244 - ₹3,47,486
 Price range for this vehicle in Very Good condition","₹3,35,226 - ₹3,55,962
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹14,71,110 - ₹15,62,107
 Price range for this vehicle in Fair condition","₹15,08,831 - ₹16,02,160
 Price range for this vehicle in Good condition","₹15,46,551 - ₹16,42,214
 Price range for this vehicle in Very Good condition","₹15,84,272 - ₹16,82,268
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹2,39,047 - ₹2,53,834
 Price range for this vehicle in Fair condition","₹2,45,177 - ₹2,60,343
 Price range for this vehicle in Good condition","₹2,51,306 - ₹2,66,851
 Price range for this vehicle in Very Good condition","₹2,57,436 - ₹2,73,359
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 46,"₹8,54,154 - ₹9,06,988
 Price range for this vehicle in Fair condition","₹8,76,055 - ₹9,30,244
 Price range for this vehicle in Good condition","₹8,97,957 - ₹9,53,501
 Price range for this vehicle in Very Good condition","₹9,19,858 - ₹9,76,757
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹2,54,844 - ₹2,70,608
 Price range for this vehicle in Fair condition","₹2,61,379 - ₹2,77,547
 Price range for this vehicle in Good condition","₹2,67,913 - ₹2,84,486
 Price range for this vehicle in Very Good condition","₹2,74,448 - ₹2,91,424
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹6,06,410 - ₹6,43,920
 Price range for this vehicle in Fair condition","₹6,21,959 - ₹6,60,431
 Price range for this vehicle in Good condition","₹6,37,508 - ₹6,76,941
 Price range for this vehicle in Very Good condition","₹6,53,057 - ₹6,93,452
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹2,43,849 - ₹2,58,932
 Price range for this vehicle in Fair condition","₹2,50,102 - ₹2,65,572
 Price range for this vehicle in Good condition","₹2,56,354 - ₹2,72,211
 Price range for this vehicle in Very Good condition","₹2,62,606 - ₹2,78,850
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 06,"₹3,24,490 - ₹3,44,562
 Price range for this vehicle in Fair condition","₹3,32,811 - ₹3,53,397
 Price range for this vehicle in Good condition","₹3,41,131 - ₹3,62,232
 Price range for this vehicle in Very Good condition","₹3,49,451 - ₹3,71,067
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,16,413 - ₹4,42,171
 Price range for this vehicle in Fair condition","₹4,27,091 - ₹4,53,509
 Price range for this vehicle in Good condition","₹4,37,768 - ₹4,64,847
 Price range for this vehicle in Very Good condition","₹4,48,446 - ₹4,76,184
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 06,"₹4,21,778 - ₹4,47,867
 Price range for this vehicle in Fair condition","₹4,32,593 - ₹4,59,352
 Price range for this vehicle in Good condition","₹4,43,408 - ₹4,70,834
 Price range for this vehicle in Very Good condition","₹4,54,223 - ₹4,82,319
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹3,44,418 - ₹3,65,722
 Price range for this vehicle in Fair condition","₹3,53,249 - ₹3,75,099
 Price range for this vehicle in Good condition","₹3,62,080 - ₹3,84,477
 Price range for this vehicle in Very Good condition","₹3,70,911 - ₹3,93,854
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹5,84,059 - ₹6,20,187
 Price range for this vehicle in Fair condition","₹5,99,035 - ₹6,36,089
 Price range for this vehicle in Good condition","₹6,14,011 - ₹6,51,991
 Price range for this vehicle in Very Good condition","₹6,28,987 - ₹6,67,894
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹3,65,328 - ₹3,87,926
 Price range for this vehicle in Fair condition","₹3,74,695 - ₹3,97,872
 Price range for this vehicle in Good condition","₹3,84,063 - ₹4,07,819
 Price range for this vehicle in Very Good condition","₹3,93,430 - ₹4,17,766
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹6,39,424 - ₹6,78,975
 Price range for this vehicle in Fair condition","₹6,55,819 - ₹6,96,385
 Price range for this vehicle in Good condition","₹6,72,214 - ₹7,13,794
 Price range for this vehicle in Very Good condition","₹6,88,610 - ₹7,31,204
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹2,36,839 - ₹2,51,488
 Price range for this vehicle in Fair condition","₹2,42,911 - ₹2,57,936
 Price range for this vehicle in Good condition","₹2,48,984 - ₹2,64,385
 Price range for this vehicle in Very Good condition","₹2,55,057 - ₹2,70,834
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹12,84,662 - ₹13,64,126
 Price range for this vehicle in Fair condition","₹13,17,602 - ₹13,99,103
 Price range for this vehicle in Good condition","₹13,50,542 - ₹14,34,081
 Price range for this vehicle in Very Good condition","₹13,83,483 - ₹14,69,059
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 10,"₹7,40,342 - ₹7,86,136
 Price range for this vehicle in Fair condition","₹7,59,325 - ₹8,06,294
 Price range for this vehicle in Good condition","₹7,78,308 - ₹8,26,451
 Price range for this vehicle in Very Good condition","₹7,97,291 - ₹8,46,608
 Price range for this vehicle in Excellent condition","3.4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹1,37,585 - ₹1,46,094
 Price range for this vehicle in Fair condition","₹1,41,112 - ₹1,49,841
 Price range for this vehicle in Good condition","₹1,44,640 - ₹1,53,586
 Price range for this vehicle in Very Good condition","₹1,48,167 - ₹1,57,333
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹1,73,802 - ₹1,84,553
 Price range for this vehicle in Fair condition","₹1,78,258 - ₹1,89,285
 Price range for this vehicle in Good condition","₹1,82,715 - ₹1,94,017
 Price range for this vehicle in Very Good condition","₹1,87,172 - ₹1,98,749
 Price range for this vehicle in Excellent condition","5.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹16,57,789 - ₹17,60,332
 Price range for this vehicle in Fair condition","₹17,00,296 - ₹18,05,469
 Price range for this vehicle in Good condition","₹17,42,804 - ₹18,50,606
 Price range for this vehicle in Very Good condition","₹17,85,311 - ₹18,95,743
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹3,40,715 - ₹3,61,790
 Price range for this vehicle in Fair condition","₹3,49,451 - ₹3,71,067
 Price range for this vehicle in Good condition","₹3,58,187 - ₹3,80,343
 Price range for this vehicle in Very Good condition","₹3,66,924 - ₹3,89,620
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹6,27,224 - ₹6,66,022
 Price range for this vehicle in Fair condition","₹6,43,307 - ₹6,83,099
 Price range for this vehicle in Good condition","₹6,59,390 - ₹7,00,177
 Price range for this vehicle in Very Good condition","₹6,75,472 - ₹7,17,254
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹5,93,418 - ₹6,30,125
 Price range for this vehicle in Fair condition","₹6,08,634 - ₹6,46,281
 Price range for this vehicle in Good condition","₹6,23,850 - ₹6,62,439
 Price range for this vehicle in Very Good condition","₹6,39,066 - ₹6,78,596
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹2,01,935 - ₹2,14,425
 Price range for this vehicle in Fair condition","₹2,07,113 - ₹2,19,924
 Price range for this vehicle in Good condition","₹2,12,290 - ₹2,25,422
 Price range for this vehicle in Very Good condition","₹2,17,467 - ₹2,30,919
 Price range for this vehicle in Excellent condition","7.5



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹6,15,578 - ₹6,53,654
 Price range for this vehicle in Fair condition","₹6,31,361 - ₹6,70,414
 Price range for this vehicle in Good condition","₹6,47,146 - ₹6,87,175
 Price range for this vehicle in Very Good condition","₹6,62,929 - ₹7,03,935
 Price range for this vehicle in Excellent condition","7.5



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
UP 15,"₹1,42,615 - ₹1,51,436
 Price range for this vehicle in Fair condition","₹1,46,272 - ₹1,55,319
 Price range for this vehicle in Good condition","₹1,49,928 - ₹1,59,202
 Price range for this vehicle in Very Good condition","₹1,53,585 - ₹1,63,085
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹2,72,347 - ₹2,89,193
 Price range for this vehicle in Fair condition","₹2,79,330 - ₹2,96,608
 Price range for this vehicle in Good condition","₹2,86,313 - ₹3,04,023
 Price range for this vehicle in Very Good condition","₹2,93,296 - ₹3,11,438
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 14,"₹17,82,195 - ₹18,92,434
 Price range for this vehicle in Fair condition","₹18,27,892 - ₹19,40,957
 Price range for this vehicle in Good condition","₹18,73,590 - ₹19,89,482
 Price range for this vehicle in Very Good condition","₹19,19,287 - ₹20,38,006
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
UP 21,"₹3,49,030 - ₹3,70,621
 Price range for this vehicle in Fair condition","₹3,57,980 - ₹3,80,123
 Price range for this vehicle in Good condition","₹3,66,930 - ₹3,89,626
 Price range for this vehicle in Very Good condition","₹3,75,879 - ₹3,99,130
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹6,79,402 - ₹7,21,427
 Price range for this vehicle in Fair condition","₹6,96,823 - ₹7,39,925
 Price range for this vehicle in Good condition","₹7,14,243 - ₹7,58,423
 Price range for this vehicle in Very Good condition","₹7,31,664 - ₹7,76,921
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,73,247 - ₹5,02,520
 Price range for this vehicle in Fair condition","₹4,85,382 - ₹5,15,405
 Price range for this vehicle in Good condition","₹4,97,516 - ₹5,28,290
 Price range for this vehicle in Very Good condition","₹5,09,651 - ₹5,41,175
 Price range for this vehicle in Excellent condition","7.5



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹3,29,931 - ₹3,50,340
 Price range for this vehicle in Fair condition","₹3,38,392 - ₹3,59,323
 Price range for this vehicle in Good condition","₹3,46,852 - ₹3,68,306
 Price range for this vehicle in Very Good condition","₹3,55,311 - ₹3,77,289
 Price range for this vehicle in Excellent condition","7.3



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 20,"₹5,52,079 - ₹5,86,228
 Price range for this vehicle in Fair condition","₹5,66,235 - ₹6,01,260
 Price range for this vehicle in Good condition","₹5,80,391 - ₹6,16,291
 Price range for this vehicle in Very Good condition","₹5,94,547 - ₹6,31,323
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹7,24,470 - ₹7,69,282
 Price range for this vehicle in Fair condition","₹7,43,046 - ₹7,89,008
 Price range for this vehicle in Good condition","₹7,61,622 - ₹8,08,733
 Price range for this vehicle in Very Good condition","₹7,80,198 - ₹8,28,459
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹6,22,024 - ₹6,60,500
 Price range for this vehicle in Fair condition","₹6,37,974 - ₹6,77,436
 Price range for this vehicle in Good condition","₹6,53,923 - ₹6,94,372
 Price range for this vehicle in Very Good condition","₹6,69,872 - ₹7,11,308
 Price range for this vehicle in Excellent condition","7.3



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 47,"₹3,01,451 - ₹3,20,097
 Price range for this vehicle in Fair condition","₹3,09,180 - ₹3,28,305
 Price range for this vehicle in Good condition","₹3,16,910 - ₹3,36,512
 Price range for this vehicle in Very Good condition","₹3,24,639 - ₹3,44,720
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 15,"₹3,59,928 - ₹3,82,192
 Price range for this vehicle in Fair condition","₹3,69,158 - ₹3,91,992
 Price range for this vehicle in Good condition","₹3,78,386 - ₹4,01,792
 Price range for this vehicle in Very Good condition","₹3,87,615 - ₹4,11,592
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹6,72,329 - ₹7,13,916
 Price range for this vehicle in Fair condition","₹6,89,567 - ₹7,32,221
 Price range for this vehicle in Good condition","₹7,06,807 - ₹7,50,526
 Price range for this vehicle in Very Good condition","₹7,24,046 - ₹7,68,833
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹6,21,587 - ₹6,60,036
 Price range for this vehicle in Fair condition","₹6,37,526 - ₹6,76,960
 Price range for this vehicle in Good condition","₹6,53,464 - ₹6,93,884
 Price range for this vehicle in Very Good condition","₹6,69,402 - ₹7,10,808
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹3,00,770 - ₹3,19,374
 Price range for this vehicle in Fair condition","₹3,08,482 - ₹3,27,563
 Price range for this vehicle in Good condition","₹3,16,194 - ₹3,35,752
 Price range for this vehicle in Very Good condition","₹3,23,906 - ₹3,43,941
 Price range for this vehicle in Excellent condition","6.7



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹1,48,972 - ₹1,58,187
 Price range for this vehicle in Fair condition","₹1,52,792 - ₹1,62,243
 Price range for this vehicle in Good condition","₹1,56,612 - ₹1,66,299
 Price range for this vehicle in Very Good condition","₹1,60,432 - ₹1,70,355
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
DL 8C,"₹8,86,747 - ₹9,41,598
 Price range for this vehicle in Fair condition","₹9,09,484 - ₹9,65,741
 Price range for this vehicle in Good condition","₹9,32,221 - ₹9,89,884
 Price range for this vehicle in Very Good condition","₹9,54,958 - ₹10,14,028
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹1,64,224 - ₹1,74,382
 Price range for this vehicle in Fair condition","₹1,68,435 - ₹1,78,854
 Price range for this vehicle in Good condition","₹1,72,646 - ₹1,83,325
 Price range for this vehicle in Very Good condition","₹1,76,857 - ₹1,87,796
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,08,927 - ₹4,34,222
 Price range for this vehicle in Fair condition","₹4,19,413 - ₹4,45,356
 Price range for this vehicle in Good condition","₹4,29,898 - ₹4,56,490
 Price range for this vehicle in Very Good condition","₹4,40,383 - ₹4,67,623
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹2,72,181 - ₹2,89,017
 Price range for this vehicle in Fair condition","₹2,79,160 - ₹2,96,428
 Price range for this vehicle in Good condition","₹2,86,139 - ₹3,03,839
 Price range for this vehicle in Very Good condition","₹2,93,118 - ₹3,11,249
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹2,68,190 - ₹2,84,779
 Price range for this vehicle in Fair condition","₹2,75,067 - ₹2,92,081
 Price range for this vehicle in Good condition","₹2,81,944 - ₹2,99,383
 Price range for this vehicle in Very Good condition","₹2,88,820 - ₹3,06,685
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 14,"₹6,73,093 - ₹7,14,728
 Price range for this vehicle in Fair condition","₹6,90,353 - ₹7,33,055
 Price range for this vehicle in Good condition","₹7,07,611 - ₹7,51,381
 Price range for this vehicle in Very Good condition","₹7,24,870 - ₹7,69,707
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹8,49,561 - ₹9,02,111
 Price range for this vehicle in Fair condition","₹8,71,344 - ₹9,25,242
 Price range for this vehicle in Good condition","₹8,93,128 - ₹9,48,373
 Price range for this vehicle in Very Good condition","₹9,14,911 - ₹9,71,504
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹8,19,032 - ₹8,69,693
 Price range for this vehicle in Fair condition","₹8,40,032 - ₹8,91,993
 Price range for this vehicle in Good condition","₹8,61,033 - ₹9,14,293
 Price range for this vehicle in Very Good condition","₹8,82,034 - ₹9,36,593
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹2,27,308 - ₹2,41,368
 Price range for this vehicle in Fair condition","₹2,33,136 - ₹2,47,557
 Price range for this vehicle in Good condition","₹2,38,965 - ₹2,53,746
 Price range for this vehicle in Very Good condition","₹2,44,793 - ₹2,59,935
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹3,51,411 - ₹3,73,148
 Price range for this vehicle in Fair condition","₹3,60,422 - ₹3,82,716
 Price range for this vehicle in Good condition","₹3,69,432 - ₹3,92,284
 Price range for this vehicle in Very Good condition","₹3,78,443 - ₹4,01,852
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,46,261 - ₹4,73,864
 Price range for this vehicle in Fair condition","₹4,57,703 - ₹4,86,015
 Price range for this vehicle in Good condition","₹4,69,146 - ₹4,98,165
 Price range for this vehicle in Very Good condition","₹4,80,588 - ₹5,10,315
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,47,807 - ₹4,75,507
 Price range for this vehicle in Fair condition","₹4,59,289 - ₹4,87,698
 Price range for this vehicle in Good condition","₹4,70,771 - ₹4,99,891
 Price range for this vehicle in Very Good condition","₹4,82,254 - ₹5,12,084
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,89,629 - ₹5,19,916
 Price range for this vehicle in Fair condition","₹5,02,184 - ₹5,33,247
 Price range for this vehicle in Good condition","₹5,14,739 - ₹5,46,578
 Price range for this vehicle in Very Good condition","₹5,27,293 - ₹5,59,909
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹10,40,412 - ₹11,04,768
 Price range for this vehicle in Fair condition","₹10,67,090 - ₹11,33,096
 Price range for this vehicle in Good condition","₹10,93,767 - ₹11,61,422
 Price range for this vehicle in Very Good condition","₹11,20,444 - ₹11,89,750
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
